,지역구,읍면동,등록인구,65세이상 고령자,수급권자수,미성년수,직장인수,5분이내도보접근의료시설수평균,등록인구비율,병원 및 요양병원수,병원 및 요양병원 의사수,의원수,의원 의사수,치과수,치과 의사수,약국수,약사 수
21,수지구,신봉동,36281.55555555556,4562.777777777777,196.23076923076923,8436.0,27664.221969704755,5.788602941176471,0.10275069424231223,32.26371799208604,96.27740050504656,31.544463132389854,54.25236655994086,24.04366245270106,34.11323048844766,24.04366245270106,24.04366245270106
22,수지구,죽전1동,59667.88888888889,6033.666666666667,239.15384615384616,5070.0,45496.00196050984,12.196273291925468,0.168981646829299,53.06023710439989,158.33580307905316,51.87736557659479,89.22230952586987,39.541705358055964,56.10190674732727,39.541705358055964,39.541705358055964
23,수지구,죽전2동,19515.444444444445,1962.7777777777776,105.6923076923077,2556.0,14880.276732398384,17.309248554913296,0.05526845347199824,17.354294390207446,51.78654090326235,16.96741521590346,29.181743433215072,12.932818112447588,18.349126552703417,12.932818112447588,12.932818112447588
24,수지구,풍덕천1동,36823.22222222222,3803.444444444444,472.1538461538461,5338.0,28077.235873623824,17.880817253121453,0.10428471408230212,32.745400221842864,97.71477709511709,32.01540722326675,55.06232903545552,24.402623095258697,34.622525075324305,24.402623095258697,24.402623095258697
25,수지구,풍덕천2동,41448.0,3436.222222222222,223.15384615384616,9304.0,31603.56976548508,18.423841059602648,0.11738225414382027,36.858027801159565,109.9871721327596,36.03635202215282,61.9778301879371,27.467447469653944,38.97090837574833,27.467447469653944,27.467447469653944
26,처인구,남사면,12968.111111111111,2183.333333333333,0.0,0.0,9888.018824227036,0.0,0.053956683203218364,7.607892331653789,69.49620796574526,6.744585400402295,10.953206690253328,6.960412133215169,9.28054951095356,6.960412133215169,6.960412133215169
27,처인구,동부동,14587.444444444443,1734.0,466.61538461538464,1415.0,11122.739775143256,1.5189469485440763,0.060694276281998825,8.557892955761835,78.17422785121448,7.586784535249853,12.320938085245762,7.8295616403778485,10.439415520503799,7.8295616403778485,7.8295616403778485
28,처인구,모현읍,26602.0,3412.333333333333,752.6153846153846,3638.0,20283.684686871115,0.9385949069893444,0.11068348152432149,15.60637089492933,142.56032420332608,13.835435190540187,22.468746749437262,14.278169116637471,19.037558822183296,14.278169116637471,14.278169116637471
29,처인구,백암면,9520.444444444443,2184.333333333333,286.2307692307692,555.0,7259.217096082437,0.9761202039173598,0.03961190650214254,5.585278816802098,51.02013557475959,4.951488312767817,8.041217019934935,5.109935938776387,6.813247918368517,5.109935938776387,5.109935938776387
30,처인구,양지면,18048.666666666668,2357.4444444444443,476.2307692307692,2780.0,13761.877440985934,0.9156281576288312,0.0750954538583053,10.588458994021046,96.72294456949722,9.386931732288161,15.244377133235975,9.687313547721383,12.91641806362851,9.687313547721383,9.687313547721383
31,처인구,역삼동,34115.555555555555,2910.222222222222,2.3076923076923075,0.0,26012.67467883329,4.197683397683398,0.1419452846787947,20.01428513971005,182.82552666628757,17.743160584849335,28.814892789795323,18.310941723564515,24.41458896475269,18.310941723564515,18.310941723564515
32,처인구,원삼면,8421.555555555555,1860.2222222222224,127.15384615384616,898.0,6421.328376131742,0.8210640608034745,0.03503973719041351,4.9406029438483055,45.131181501252605,4.379967148801689,7.113066649653943,4.5201260975633435,6.026834796751124,4.5201260975633435,4.5201260975633435
33,처인구,유림동,34143.666666666664,3070.111111111112,918.4615384615385,6636.0,26034.10904143668,3.03078106964217,0.14206224714955987,20.030776848087942,182.9761743286331,17.757780893694985,28.838636171360655,18.326029882293223,24.434706509724297,18.326029882293223,18.326029882293223
34,처인구,이동읍,21631.777777777777,3018.333333333333,557.0,2734.0,16493.953825310502,0.8748637453673425,0.09000377700943142,12.69053255832983,115.92486478814767,11.250472126178927,18.270766732914577,11.610487234216654,15.480649645622204,11.610487234216654,11.610487234216654
35,처인구,중앙동,25960.777777777777,2821.4444444444443,718.3846153846154,3054.0,19794.76094543173,3.934718100890208,0.10801553520501024,15.230190463906444,139.12400934405318,13.50194190062628,21.92715364661708,13.934004041446322,18.578672055261762,13.934004041446322,13.934004041446322
36,처인구,포곡읍,34343.0,3633.1111111111113,923.6923076923076,4950.0,26186.09815807889,1.8848907309721172,0.14289161739680373,20.147718052949326,184.0444032070832,17.861452174600466,29.006998331551156,18.43301864418768,24.57735819225024,18.43301864418768,18.43301864418768
